tract_geoid,tract_name,county_fips,total_population_2024,total_population_moe_2024,land_area_square_meters,water_area_square_meters
06081609601,Census Tract 6096.01,081,3460,483,2410138,0
06081603300,Census Tract 6033,081,6413,726,7993755,0
06081608001,Census Tract 6080.01,081,3387,364,583779,25097
06081605000,Census Tract 6050,081,8273,903,4098303,0
06065041201,Census Tract 412.01,065,3789,417,2584651,0
06065041202,Census Tract 412.02,065,4790,534,1244763,0
06053000900,Census Tract 9,053,5478,861,1656985,0
06081608900,Census Tract 6089,081,6953,848,6109857,11005
06081602700,Census Tract 6027,081,5792,600,1804160,0
06081604200,Census Tract 6042,081,3772,897,1743787,0
06065041203,Census Tract 412.03,065,4040,611,859630,0
06065041403,Census Tract 414.03,065,4427,509,2285517,0
06065041404,Census Tract 414.04,065,3697,492,1362653,0
06067008501,Census Tract 85.01,067,7271,1022,5416071,4198404
06067008504,Census Tract 85.04,067,5423,423,5885717,515287
06065043702,Census Tract 437.02,065,5064,687,2677535,106867
06065043703,Census Tract 437.03,065,3495,486,1318326,0
06077004105,Census Tract 41.05,077,5319,765,9254149,174903
06077005131,Census Tract 51.31,077,6967,880,77221976,73677
06077005132,Census Tract 51.32,077,3002,563,920247,0
06077005133,Census Tract 51.33,077,4242,417,1519859,0
06077005134,Census Tract 51.34,077,5158,696,1635201,0
06065043807,Census Tract 438.07,065,6271,1058,5130332,0
06065043900,Census Tract 439,065,5694,877,2961860,0
06077005308,Census Tract 53.08,077,3873,455,1398377,0
06077004404,Census Tract 44.04,077,4233,553,3920316,0
06019004409,Census Tract 44.09,019,3400,284,2930756,8000
06019004214,Census Tract 42.14,019,5549,906,2479195,38951
06083002303,Census Tract 23.03,083,5953,819,1314499,0
06083002708,Census Tract 27.08,083,2769,418,1456120,0
06083001601,Census Tract 16.01,083,6095,936,4225137,0
06081601400,Census Tract 6014,081,7613,1106,1471931,0
06017030706,Census Tract 307.06,017,6132,597,7670302,0
06017030710,Census Tract 307.10,017,6234,706,7881014,15273
06017031900,Census Tract 319,017,38,31,493669529,154255
06061022300,Census Tract 223,061,577,158,26970760,1445823
06067008512,Census Tract 85.12,067,5241,552,4000576,0
06013302006,Census Tract 3020.06,013,4192,608,6786050,7714519
06013302005,Census Tract 3020.05,013,7292,1593,3576977,0
06013313204,Census Tract 3132.04,013,5604,710,16995724,0
06083002906,Census Tract 29.06,083,4206,663,4243151,134224
06083002909,Census Tract 29.09,083,5309,559,2545144,0
06083002913,Census Tract 29.13,083,4167,542,2155273,0
06083002914,Census Tract 29.14,083,3088,401,1787434,0
06077004502,Census Tract 45.02,077,4311,702,1681662,0
06083000101,Census Tract 1.01,083,5769,625,3792510,0
06065046101,Census Tract 461.01,065,2389,291,1937847,0
06065046102,Census Tract 461.02,065,2050,334,1958379,0
06077005405,Census Tract 54.05,077,3653,413,1326259,0
06077005406,Census Tract 54.06,077,3091,592,1337452,0
06077002402,Census Tract 24.02,077,2037,390,1440103,33968
06077003217,Census Tract 32.17,077,3333,510,735342,1641
06077002504,Census Tract 25.04,077,4492,665,899262,0
06019005608,Census Tract 56.08,019,2969,551,1469709,19689
06019005518,Census Tract 55.18,019,6989,968,3149793,0
06019005520,Census Tract 55.20,019,4107,631,2622403,15416
06019005525,Census Tract 55.25,019,1688,394,21713660,0
06019005522,Census Tract 55.22,019,4993,747,5162986,13669
06019005524,Census Tract 55.24,019,4277,324,2689339,0
06001450743,Census Tract 4507.43,001,7616,694,4278807,0
06001451404,Census Tract 4514.04,001,6368,847,1675247,0
06083003001,Census Tract 30.01,083,6254,901,4047170,29299
06083003004,Census Tract 30.04,083,4734,751,1842510,0
06065031200,Census Tract 312,065,5984,876,3864570,0
06065031300,Census Tract 313,065,2648,419,2310049,0
06065040809,Census Tract 408.09,065,3374,517,2285044,0
06001403501,Census Tract 4035.01,001,6063,704,669873,0
06065031401,Census Tract 314.01,065,7403,965,2264166,0
06065031402,Census Tract 314.02,065,6321,1108,2252498,0
06065031501,Census Tract 315.01,065,6474,651,2612376,0
06079010504,Census Tract 105.04,079,2427,376,8028952,2418782
06079010602,Census Tract 106.02,079,3934,589,5241520,487118
06019003004,Census Tract 30.04,019,2248,239,1306365,0
06019004213,Census Tract 42.13,019,3506,454,1173305,0
06013313206,Census Tract 3132.06,013,6067,865,1730248,0
06065041405,Census Tract 414.05,065,5496,1089,1783302,0
06065041406,Census Tract 414.06,065,5991,987,1880015,0
06065041407,Census Tract 414.07,065,5777,726,1614719,0
06065041408,Census Tract 414.08,065,4774,735,1422469,0
06065041410,Census Tract 414.10,065,2673,377,1950234,0
06013338101,Census Tract 3381.01,013,5015,871,1128292,0
06013338102,Census Tract 3381.02,013,3173,429,1562768,0
06083000102,Census Tract 1.02,083,4830,654,2433380,0
06083002924,Census Tract 29.24,083,6072,737,480652,0
06083002926,Census Tract 29.26,083,4694,687,334446,0
06083002932,Census Tract 29.32,083,2342,389,231280470,2787863
06083003007,Census Tract 30.07,083,3166,406,11968028,612886
06077005502,Census Tract 55.02,077,5279,699,391526056,76299
06077003313,Census Tract 33.13,077,3313,464,507126,0
06001406500,Census Tract 4065,001,6046,678,745016,0
06083002008,Census Tract 20.08,083,6869,1615,3349908,0
06083002009,Census Tract 20.09,083,4128,440,2581367,0
06083002011,Census Tract 20.11,083,6017,1060,18364859,132746
06083002012,Census Tract 20.12,083,2858,284,3140442,0
06067008907,Census Tract 89.07,067,5174,1146,1542548,0
06067008908,Census Tract 89.08,067,5027,493,2218451,0
06067008909,Census Tract 89.09,067,2217,292,2685865,203779
06067008702,Census Tract 87.02,067,3154,565,3107819,213093
06065042512,Census Tract 425.12,065,3796,547,1603323,0
06077003216,Census Tract 32.16,077,3652,602,909040,29388
06019005911,Census Tract 59.11,019,8204,1089,3663870,0
06019005907,Census Tract 59.07,019,3363,397,2650183,31261
06019006202,Census Tract 62.02,019,6559,822,16761438,0
06095250105,Census Tract 2501.05,095,7825,1049,3445682,0
06083003005,Census Tract 30.05,083,4121,500,2569600,0
06083001905,Census Tract 19.05,083,3108,421,323713762,180279
06083002205,Census Tract 22.05,083,5420,804,1117871,0
06065044000,Census Tract 440,065,2062,332,2371701,0
06065044101,Census Tract 441.01,065,2750,417,1628524,0
06065044102,Census Tract 441.02,065,3459,532,1297274,0
06095250605,Census Tract 2506.05,095,4124,674,3049557,1155622
06095250604,Census Tract 2506.04,095,4122,640,2064899,587717
06095250103,Census Tract 2501.03,095,4507,377,2018951,1216
06095252311,Census Tract 2523.11,095,4239,423,7982777,22168
06065044103,Census Tract 441.03,065,7401,566,7693508,0
06083002101,Census Tract 21.01,083,5102,726,1384063,0
06083002102,Census Tract 21.02,083,1920,308,1352560,0
06019005516,Census Tract 55.16,019,5447,752,2367739,0
06019006502,Census Tract 65.02,019,4558,499,14519169,0
06083002103,Census Tract 21.03,083,6048,919,2845809,0
06083002013,Census Tract 20.13,083,2548,286,7226483,9757
06013368002,Census Tract 3680.02,013,4306,693,657215,0
06065046103,Census Tract 461.03,065,3083,420,7849134,0
06047002500,Census Tract 25,047,2470,307,516758245,2516833
06077003312,Census Tract 33.12,077,3225,409,562813,0
06077003409,Census Tract 34.09,077,4351,489,1393206,0
06077004501,Census Tract 45.01,077,2382,431,2320128,79879
06083002206,Census Tract 22.06,083,5712,927,1341423,0
06083002209,Census Tract 22.09,083,3989,656,1098382,0
06083002210,Census Tract 22.10,083,6626,841,2330406,377175
06083002304,Census Tract 23.04,083,6869,1640,1304263,0
06077005135,Census Tract 51.35,077,7945,673,15550528,0
06019006501,Census Tract 65.01,019,5880,586,47354547,0
06007001702,Census Tract 17.02,007,3700,556,34452118,1508
06007001800,Census Tract 18,007,1448,425,12111219,0
06007002000,Census Tract 20,007,1606,429,7168115,2216
06007002300,Census Tract 23,007,2321,719,75576503,2019287
06007003200,Census Tract 32,007,3904,551,39355730,37114
06007001500,Census Tract 15,007,5266,835,350550614,3546626
06007003400,Census Tract 34,007,3124,618,39257140,497865
06007002200,Census Tract 22,007,2248,548,136834444,32728
06007003600,Census Tract 36,007,3774,594,330797947,875414
06007002700,Census Tract 27,007,5783,782,13018993,369583
06065045103,Census Tract 451.03,065,3002,465,22524436,383371
06065046404,Census Tract 464.04,065,5931,597,10645119,0
06033000802,Census Tract 8.02,033,4530,596,3252244,1795962
06095252310,Census Tract 2523.10,095,3123,394,24825681,23108
06095252313,Census Tract 2523.13,095,4622,639,7128131,9535
06095252312,Census Tract 2523.12,095,3664,377,1619622,0
06095252611,Census Tract 2526.11,095,3874,775,943239,0
06095252911,Census Tract 2529.11,095,5363,878,4216645,16755
06081601501,Census Tract 6015.01,081,5436,800,717017,0
06081601502,Census Tract 6015.02,081,5046,523,816587,0
06081601603,Census Tract 6016.03,081,5905,609,1182662,0
06065041411,Census Tract 414.11,065,2732,364,891649,0
06065041412,Census Tract 414.12,065,4717,709,2153532,0
06065041702,Census Tract 417.02,065,4651,880,1521714,0
06065041704,Census Tract 417.04,065,3016,369,915676,0
06065041803,Census Tract 418.03,065,6001,545,3317402,0
06037267502,Census Tract 2675.02,037,3403,372,434714,0
06067009316,Census Tract 93.16,067,5175,878,1280254,0
06067009317,Census Tract 93.17,067,6891,777,2722160,0
06067009318,Census Tract 93.18,067,2088,192,1330305,0
06067009319,Census Tract 93.19,067,5155,598,2327857,0
06067009309,Census Tract 93.09,067,2388,263,2096562,0
06067009310,Census Tract 93.10,067,6171,482,5180180,0
06067009311,Census Tract 93.11,067,6506,926,6301844,0
06067009320,Census Tract 93.20,067,4113,549,1663289,0
06073007702,Census Tract 77.02,073,3368,551,618401,0
06073020308,Census Tract 203.08,073,6685,1093,1211944,0
06067009321,Census Tract 93.21,067,5635,790,1783127,0
06019006603,Census Tract 66.03,019,2328,329,1851336,99161
06019008501,Census Tract 85.01,019,4806,901,21328307,0
06019002903,Census Tract 29.03,019,3704,631,1292718,6153
06081609800,Census Tract 6098,081,4491,432,2048015,0
06065044200,Census Tract 442,065,6270,790,4044655,0
06065044509,Census Tract 445.09,065,5721,1165,2270917,0
06065044602,Census Tract 446.02,065,2764,621,2596842,0
06065044604,Census Tract 446.04,065,3355,421,3136508,0
06065044701,Census Tract 447.01,065,3201,256,2606696,0
06065042621,Census Tract 426.21,065,8138,912,2625610,0
06095253403,Census Tract 2534.03,095,5723,480,7539791,6653
06095252802,Census Tract 2528.02,095,1103,191,3603664,0
06095252912,Census Tract 2529.12,095,5386,554,2524729,0
06095252913,Census Tract 2529.13,095,4415,379,1778096,0
06095253404,Census Tract 2534.04,095,5901,751,2611533,0
06095252315,Census Tract 2523.15,095,4015,639,1704106,21531
06083002703,Census Tract 27.03,083,3320,417,2070767,25367
06019004208,Census Tract 42.08,019,7098,887,5727293,1052866
06019004210,Census Tract 42.10,019,3417,566,1743751,0
06019003003,Census Tract 30.03,019,4019,605,1319399,0
06081601604,Census Tract 6016.04,081,2461,404,1477521,0
06081601605,Census Tract 6016.05,081,5700,616,944259,0
06019000100,Census Tract 1,019,3364,277,843445,0
06065046200,Census Tract 462,065,2644,491,11752770,0
06073017801,Census Tract 178.01,073,6941,759,4345848,116020
06037503000,Census Tract 5030,037,5762,820,1328698,0
06019003103,Census Tract 31.03,019,6148,706,1549181,44730
06019001413,Census Tract 14.13,019,8550,810,10408154,107104
06019005607,Census Tract 56.07,019,4979,769,1342780,0
06019005409,Census Tract 54.09,019,3808,390,1302006,0
06019005203,Census Tract 52.03,019,4642,571,1304790,0
06065045109,Census Tract 451.09,065,4129,1190,1465211,0
06095252914,Census Tract 2529.14,095,5811,732,2441297,1432
06083002705,Census Tract 27.05,083,4322,620,1278141,0
06083002706,Census Tract 27.06,083,6025,774,1277089,0
06083002707,Census Tract 27.07,083,2603,347,1159855,5254
06037463800,Census Tract 4638,037,3978,542,2842600,24382
06037463900,Census Tract 4639,037,3007,333,1873331,8647
06037464000,Census Tract 4640,037,5455,715,3144311,1838
06037464200,Census Tract 4642,037,5451,904,3448978,11524
06073012303,Census Tract 123.03,073,3418,442,1537489,28342
06073004200,Census Tract 42,073,5678,670,2493055,0
06019001202,Census Tract 12.02,019,4149,869,3401940,0
06037271500,Census Tract 2715,037,3094,451,910071,0
06037272301,Census Tract 2723.01,037,3310,478,604024,0
06037272302,Census Tract 2723.02,037,3996,533,505134,0
06037273100,Census Tract 2731,037,3110,341,1177012,0
06037273200,Census Tract 2732,037,2792,424,642773,0
06037273300,Census Tract 2733,037,3151,460,573442,0
06037273600,Census Tract 2736,037,2279,332,588642,0
06073002904,Census Tract 29.04,073,9700,1052,1802461,0
06083000400,Census Tract 4,083,5221,643,2055433,1642
06083000801,Census Tract 8.01,083,4120,599,954415,0
06083002802,Census Tract 28.02,083,7405,992,5636266,14331
06083002806,Census Tract 28.06,083,2866,459,2119348,3077
06081608800,Census Tract 6088,081,6046,736,2861401,0
06081609400,Census Tract 6094,081,3251,334,1087523,0
06081613800,Census Tract 6138,081,4356,663,467817426,17465118
06081600200,Census Tract 6002,081,5004,717,1166497,0
06019003701,Census Tract 37.01,019,3101,351,1121536,0
06019001301,Census Tract 13.01,019,4971,669,1959392,0
06037480803,Census Tract 4808.03,037,2980,332,1091613,0
06037503201,Census Tract 5032.01,037,3883,750,1344850,0
06037503202,Census Tract 5032.02,037,4394,744,1140900,0
06019002702,Census Tract 27.02,019,4740,712,1307965,0
06007002100,Census Tract 21,007,1544,481,9227933,9678
06037501400,Census Tract 5014,037,3297,616,1061249,0
06037501503,Census Tract 5015.03,037,5484,762,804801,0
06037501504,Census Tract 5015.04,037,3551,599,745545,0
06037501802,Census Tract 5018.02,037,3304,375,775417,0
06073002502,Census Tract 25.02,073,7231,926,1893276,0
06073017052,Census Tract 170.52,073,5388,730,2197847,0
06073017055,Census Tract 170.55,073,4958,537,2060658,0
06073017056,Census Tract 170.56,073,4348,580,2783400,0
06007002500,Census Tract 25,007,5510,792,129336257,13061002
06007000603,Census Tract 6.03,007,3618,323,1107953,0
06007003300,Census Tract 33,007,4476,493,308506826,1516872
06007001900,Census Tract 19,007,919,394,8762620,3065
06007001400,Census Tract 14,007,6640,787,317350851,7383332
06075030900,Census Tract 309,075,6548,904,1881363,0
06075031100,Census Tract 311,075,6073,901,1071960,0
06075031000,Census Tract 310,075,4374,555,818834,0
06075032700,Census Tract 327,075,6573,909,844707,0
06073020213,Census Tract 202.13,073,4060,788,336346,0
06073020214,Census Tract 202.14,073,4643,656,1751493,0
06073000202,Census Tract 2.02,073,3755,537,1305997,0
06073002712,Census Tract 27.12,073,5309,793,2194507,0
06073003305,Census Tract 33.05,073,6200,949,1295184,0
06037480804,Census Tract 4808.04,037,4717,659,838408,0
06037480903,Census Tract 4809.03,037,2860,493,803827,0
06037481002,Census Tract 4810.02,037,5794,569,934855,0
06037481101,Census Tract 4811.01,037,4468,681,889216,0
06037481102,Census Tract 4811.02,037,3702,418,615716,0
06037481103,Census Tract 4811.03,037,5489,750,1413607,0
06037481201,Census Tract 4812.01,037,3784,553,1034688,0
06037481300,Census Tract 4813,037,3032,440,896760,0
06075033100,Census Tract 331,075,3755,489,892075,0
06075033201,Census Tract 332.01,075,3316,429,933928,0
06075035201,Census Tract 352.01,075,5020,792,939755,630051
06075035300,Census Tract 353,075,6525,739,1122296,0
06075035400,Census Tract 354,075,7140,1424,1030801,557642
06075040100,Census Tract 401,075,4315,813,419128,0
06075040200,Census Tract 402,075,4719,690,531470,0
06075042700,Census Tract 427,075,5134,509,409396,0
06075042800,Census Tract 428,075,2471,235,566490,318183
06075047600,Census Tract 476,075,5098,782,531173,0
06037601900,Census Tract 6019,037,4498,605,696655,0
06037534501,Census Tract 5345.01,037,5494,1338,669286,0
06037232120,Census Tract 2321.20,037,5199,771,521876,0
06019002000,Census Tract 20,019,6320,715,5502793,0
06019002100,Census Tract 21,019,5542,1058,1826004,0
06037502100,Census Tract 5021,037,5996,637,1936985,0
06037502200,Census Tract 5022,037,7013,829,1737123,0
06037502401,Census Tract 5024.01,037,4719,820,945481,0
06037502402,Census Tract 5024.02,037,3365,289,806529,99583
06037481604,Census Tract 4816.04,037,4000,703,623010,0
06037481712,Census Tract 4817.12,037,5269,818,736600,0
06037481713,Census Tract 4817.13,037,2892,454,466197,0
06037481714,Census Tract 4817.14,037,2595,329,455081,0
06037481800,Census Tract 4818,037,2382,228,822038,0
06037481901,Census Tract 4819.01,037,5581,547,1833961,0
06019004506,Census Tract 45.06,019,3568,802,2575321,0
06019004601,Census Tract 46.01,019,3019,666,1816550,0
06019004602,Census Tract 46.02,019,2606,364,2577355,0
06019004704,Census Tract 47.04,019,4681,526,1258540,0
06075017700,Census Tract 177,075,2946,349,904078,0
06075023400,Census Tract 234,075,3536,794,858134,0
06075025100,Census Tract 251,075,3504,580,552278,0
06075047701,Census Tract 477.01,075,4724,628,364728,0
06075060100,Census Tract 601,075,3901,645,6126570,20328116
06019003001,Census Tract 30.01,019,3238,589,2619516,0
06019003102,Census Tract 31.02,019,8238,1099,2262560,0
06079010707,Census Tract 107.07,079,5936,570,14035451,8320175
06079010403,Census Tract 104.03,079,3972,659,13280851,3943258
06085503710,Census Tract 5037.10,085,3046,519,601268,0
06085503711,Census Tract 5037.11,085,4023,651,965822,0
06075047902,Census Tract 479.02,075,3236,492,410921,0
06073016607,Census Tract 166.07,073,7167,595,3970736,130472
06079012505,Census Tract 125.05,079,4875,434,8151478,0
06019005410,Census Tract 54.10,019,3090,228,1298731,0
06079010603,Census Tract 106.03,079,1446,281,10739821,738902
06079011704,Census Tract 117.04,079,3161,319,3366565,1740404
06019005906,Census Tract 59.06,019,2110,309,71011157,0
06079011001,Census Tract 110.01,079,4925,498,8708718,0
06079990000,Census Tract 9900,079,0,14,0,703562867
06019006201,Census Tract 62.01,019,2661,457,7727989,98868
