relationship_id,article_id,date,url,normalized_url,domain,publisher,title,description,language,author,gkg_record_id,location_type,location_name,country_code,adm1_code,adm2_code,latitude,longitude,feature_id,character_offset,gkg_location_source,coc_number,coc_name,coc_mapping_method
41,gdelt_gal_d5a0a815afec288cdf1e50ec,2024-01-03 01:33:19+00:00,https://www.sandiegouniontribune.com/opinion/commentary/story/2024-01-02/opinion-six-months-san-diego-safe-campsite-homeless-balboa-park,https://www.sandiegouniontribune.com/opinion/commentary/story/2024-01-02/opinion-six-months-san-diego-safe-campsite-homeless-balboa-park,sandiegouniontribune.com,San Diego Union-Tribune,"Opinion: Six months later, San Diego's safe campsites for homeless people have been a huge success",There are now nearly 500 people living in the safe sleeping sites at the city maintenance yard at 20th and B streets and the O Lot near the Naval Medical Center San Diego,en,,20240103020000-572,3,"Naval Medical Center San Diego, California, United States",US,USCA,CA073,32.7261,-117.145,2512341,1461,GDELT GKG V2Locations,CA-601,San Diego City and County CoC,gkg_point_in_coc
42,gdelt_gal_44bfe162dd7dee58d14c51dd,2024-01-03 03:59:00+00:00,https://abc7news.com/san-francisco-mission-street-vendors-homeless-family-living-in-van/14262717/,https://abc7news.com/san-francisco-mission-street-vendors-homeless-family-living-in-van/14262717,abc7news.com,ABC7 San Francisco,"SF Mission St. vendors blame 90-day ban for contributing to them ending up homeless, living in van",The 90-day street vending ban is still in effect in San Francisco and now multiple street vendors are reporting housing insecurity.,en,,20240103070000-894,3,"San Francisco, California, United States",US,USCA,CA075,37.7749,-122.419,277593,13,GDELT GKG V2Locations,CA-501,San Francisco CoC,gkg_point_in_coc
43,gdelt_gal_44bfe162dd7dee58d14c51dd,2024-01-03 03:59:00+00:00,https://abc7news.com/san-francisco-mission-street-vendors-homeless-family-living-in-van/14262717/,https://abc7news.com/san-francisco-mission-street-vendors-homeless-family-living-in-van/14262717,abc7news.com,ABC7 San Francisco,"SF Mission St. vendors blame 90-day ban for contributing to them ending up homeless, living in van",The 90-day street vending ban is still in effect in San Francisco and now multiple street vendors are reporting housing insecurity.,en,,20240103070000-894,3,"Mission District, California, United States",US,USCA,CA075,37.7599,-122.419,1659145,594,GDELT GKG V2Locations,CA-501,San Francisco CoC,gkg_point_in_coc
44,gdelt_gal_75859c3a2433351ff5ebcc7b,2024-01-03 06:10:05+00:00,https://www.10news.com/news/local-news/north-county-news/homeless-man-speak-on-road-to-recovery-after-getting-invitation-off-streets,https://www.10news.com/news/local-news/north-county-news/homeless-man-speak-on-road-to-recovery-after-getting-invitation-off-streets,10news.com,ABC 10 News San Diego KGTV,Homeless man speak on road to recovery after getting invitation off streets,ABC 10News first spoke with Stennett at the end of November. He was among the many unhoused people at an event on Giving Tuesday.,en,,20240103063000-388,3,"Ocean Beach, California, United States",US,USCA,CA073,32.7445,-117.255,1661134,447,GDELT GKG V2Locations,CA-601,San Diego City and County CoC,gkg_point_in_coc
45,gdelt_gal_75859c3a2433351ff5ebcc7b,2024-01-03 06:10:05+00:00,https://www.10news.com/news/local-news/north-county-news/homeless-man-speak-on-road-to-recovery-after-getting-invitation-off-streets,https://www.10news.com/news/local-news/north-county-news/homeless-man-speak-on-road-to-recovery-after-getting-invitation-off-streets,10news.com,ABC 10 News San Diego KGTV,Homeless man speak on road to recovery after getting invitation off streets,ABC 10News first spoke with Stennett at the end of November. He was among the many unhoused people at an event on Giving Tuesday.,en,,20240103063000-388,3,"San Diego, California, United States",US,USCA,CA073,32.7153,-117.157,1661377,491,GDELT GKG V2Locations,CA-601,San Diego City and County CoC,gkg_point_in_coc
46,gdelt_gal_75859c3a2433351ff5ebcc7b,2024-01-03 06:10:05+00:00,https://www.10news.com/news/local-news/north-county-news/homeless-man-speak-on-road-to-recovery-after-getting-invitation-off-streets,https://www.10news.com/news/local-news/north-county-news/homeless-man-speak-on-road-to-recovery-after-getting-invitation-off-streets,10news.com,ABC 10 News San Diego KGTV,Homeless man speak on road to recovery after getting invitation off streets,ABC 10News first spoke with Stennett at the end of November. He was among the many unhoused people at an event on Giving Tuesday.,en,,20240103063000-388,3,"Pacific Beach, California, United States",US,USCA,CA073,32.7978,-117.24,1661167,580,GDELT GKG V2Locations,CA-601,San Diego City and County CoC,gkg_point_in_coc
47,gdelt_gal_75859c3a2433351ff5ebcc7b,2024-01-03 06:10:05+00:00,https://www.10news.com/news/local-news/north-county-news/homeless-man-speak-on-road-to-recovery-after-getting-invitation-off-streets,https://www.10news.com/news/local-news/north-county-news/homeless-man-speak-on-road-to-recovery-after-getting-invitation-off-streets,10news.com,ABC 10 News San Diego KGTV,Homeless man speak on road to recovery after getting invitation off streets,ABC 10News first spoke with Stennett at the end of November. He was among the many unhoused people at an event on Giving Tuesday.,en,,20240103063000-388,3,"Oak Ranch, California, United States",US,USCA,CA091,39.5955,-120.867,264292,797,GDELT GKG V2Locations,CA-516,"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",gkg_point_in_coc
48,gdelt_gal_959b8088fbb2621cf4815b14,2024-01-03 07:16:00+00:00,https://www.unionleader.com/nh/news/social_issues/third-of-nation-s-homeless-now-live-in-california-nh-sees-largest-spike/article_d08bc425-1f28-5cf8-9b29-ad10cb68b74c.html,https://www.unionleader.com/nh/news/social_issues/third-of-nation-s-homeless-now-live-in-california-nh-sees-largest-spike/article_d08bc425-1f28-5cf8-9b29-ad10cb68b74c.html,unionleader.com,UnionLeader.com,Third of nation’s homeless now live in California; NH sees largest spike,"California’s homeless population grew 6% this year to more than 181,000 people–by far the largest estimate of any state, accounting for nearly three in 10 unhoused people nationwide, according to",en,Ethan Varian Bay Area News Group,20240103073000-66,3,"Santa Clara County, California, United States",US,USCA,CA085,37.2333,-121.768,277307,1496,GDELT GKG V2Locations,CA-500,San Jose/Santa Clara City & County CoC,county_polygon_single_coc
49,gdelt_gal_959b8088fbb2621cf4815b14,2024-01-03 07:16:00+00:00,https://www.unionleader.com/nh/news/social_issues/third-of-nation-s-homeless-now-live-in-california-nh-sees-largest-spike/article_d08bc425-1f28-5cf8-9b29-ad10cb68b74c.html,https://www.unionleader.com/nh/news/social_issues/third-of-nation-s-homeless-now-live-in-california-nh-sees-largest-spike/article_d08bc425-1f28-5cf8-9b29-ad10cb68b74c.html,unionleader.com,UnionLeader.com,Third of nation’s homeless now live in California; NH sees largest spike,"California’s homeless population grew 6% this year to more than 181,000 people–by far the largest estimate of any state, accounting for nearly three in 10 unhoused people nationwide, according to",en,Ethan Varian Bay Area News Group,20240103073000-66,3,"Contra Costa County, California, United States",US,USCA,CA013,37.9333,-121.934,1675903,1538,GDELT GKG V2Locations,CA-505,Contra Costa County CoC,county_polygon_single_coc
50,gdelt_gal_959b8088fbb2621cf4815b14,2024-01-03 07:16:00+00:00,https://www.unionleader.com/nh/news/social_issues/third-of-nation-s-homeless-now-live-in-california-nh-sees-largest-spike/article_d08bc425-1f28-5cf8-9b29-ad10cb68b74c.html,https://www.unionleader.com/nh/news/social_issues/third-of-nation-s-homeless-now-live-in-california-nh-sees-largest-spike/article_d08bc425-1f28-5cf8-9b29-ad10cb68b74c.html,unionleader.com,UnionLeader.com,Third of nation’s homeless now live in California; NH sees largest spike,"California’s homeless population grew 6% this year to more than 181,000 people–by far the largest estimate of any state, accounting for nearly three in 10 unhoused people nationwide, according to",en,Ethan Varian Bay Area News Group,20240103073000-66,3,"San Francisco, California, United States",US,USCA,CA075,37.7749,-122.419,277593,1585,GDELT GKG V2Locations,CA-501,San Francisco CoC,gkg_point_in_coc
51,gdelt_gal_d36e38dc696414ca16c5d5fb,2024-01-03 15:48:26+00:00,https://lailluminator.com/2024/01/03/homeless-visible/,https://lailluminator.com/2024/01/03/homeless-visible,lailluminator.com,Louisiana Illuminator,"As homeless people become more visible, some cities and states take a tougher line - Louisiana Illuminator","As the homeless population has become more visible, many cities and states have pivoted to a focus on the rights of local residents and businesses",en,,20240103164500-1087,3,"San Diego, California, United States",US,USCA,CA073,32.7153,-117.157,1661377,2746,GDELT GKG V2Locations,CA-601,San Diego City and County CoC,gkg_point_in_coc
52,gdelt_gal_d36e38dc696414ca16c5d5fb,2024-01-03 15:48:26+00:00,https://lailluminator.com/2024/01/03/homeless-visible/,https://lailluminator.com/2024/01/03/homeless-visible,lailluminator.com,Louisiana Illuminator,"As homeless people become more visible, some cities and states take a tougher line - Louisiana Illuminator","As the homeless population has become more visible, many cities and states have pivoted to a focus on the rights of local residents and businesses",en,,20240103164500-1087,3,"San Francisco, California, United States",US,USCA,CA075,37.7749,-122.419,277593,7632,GDELT GKG V2Locations,CA-501,San Francisco CoC,gkg_point_in_coc
53,gdelt_gal_bd997195374312f194ab7fa8,2024-01-03 18:02:00+00:00,https://www.tucsonsentinel.com/nationworld/report/010324_homeless_visibility/as-homeless-people-become-more-visible-some-cities-and-states-take-tougher-line/,https://www.tucsonsentinel.com/nationworld/report/010324_homeless_visibility/as-homeless-people-become-more-visible-some-cities-and-states-take-tougher-line,tucsonsentinel.com,TucsonSentinel.com,"As homeless people become more visible, some cities and states take a tougher line",Many cities and states have pivoted from a focus on the rights of homeless people to the rights of local residents and businesses that are being forced to contend with homeless encampments and other fallout from the nation’s shortage of affordable housing.,en,TucsonSentinel.com,20240103181500-545,3,"San Diego, California, United States",US,USCA,CA073,32.7153,-117.157,1661377,2600,GDELT GKG V2Locations,CA-601,San Diego City and County CoC,gkg_point_in_coc
54,gdelt_gal_bd997195374312f194ab7fa8,2024-01-03 18:02:00+00:00,https://www.tucsonsentinel.com/nationworld/report/010324_homeless_visibility/as-homeless-people-become-more-visible-some-cities-and-states-take-tougher-line/,https://www.tucsonsentinel.com/nationworld/report/010324_homeless_visibility/as-homeless-people-become-more-visible-some-cities-and-states-take-tougher-line,tucsonsentinel.com,TucsonSentinel.com,"As homeless people become more visible, some cities and states take a tougher line",Many cities and states have pivoted from a focus on the rights of homeless people to the rights of local residents and businesses that are being forced to contend with homeless encampments and other fallout from the nation’s shortage of affordable housing.,en,TucsonSentinel.com,20240103181500-545,3,"San Francisco, California, United States",US,USCA,CA075,37.7749,-122.419,277593,7486,GDELT GKG V2Locations,CA-501,San Francisco CoC,gkg_point_in_coc
55,gdelt_gal_82b8f38cc27307f6ef395c2b,2024-01-03 21:17:47+00:00,https://wlos.com/news/local/foreclosure-unpaid-debts-hinder-asheville-homeless-housing-initiative-ramada-inn-shangri-la-beverly-grant-step-up,https://wlos.com/news/local/foreclosure-unpaid-debts-hinder-asheville-homeless-housing-initiative-ramada-inn-shangri-la-beverly-grant-step-up,wlos.com,WLOS,"Foreclosure, unpaid debts hinder Asheville homeless housing plan for former Ramada Inn","WLOS News 13 provides local news, weather forecasts, traffic updates, notices of events and items of interest in the community, sports and entertainment programming for Asheville, NC and nearby towns and communities in Western North Carolina and the Upstate of South Carolina, including the counties of Buncombe, Henderson, Rutherford, Haywood, Polk, Transylvania, McDowell, Mitchell, Madison, Yancey, Jackson, Swain, Macon, Graham, Spartanburg, Greenville, Anderson, Union, Pickens, Oconee, Laurens,...",en,Kimberly King,20240104063000-1054,3,"Ramada, California, United States",US,USCA,CA007,39.5554,-121.711,1659460,110,GDELT GKG V2Locations,CA-519,"Chico, Paradise/Butte County CoC",gkg_point_in_coc
56,gdelt_gal_e1873d159f20c6767f001db2,2024-01-03 21:53:14+00:00,https://sfist.com/2024/01/03/guest-at-sf-marriott-last-summer-sues-over-alleged-attack-by-homeless-person/,https://sfist.com/2024/01/03/guest-at-sf-marriott-last-summer-sues-over-alleged-attack-by-homeless-person,sfist.com,"SFist - San Francisco News, Restaurants, Events, & Sports",Guest at SF Marriott Last Summer Sues Over Alleged Attack By Homeless Person,A man who stayed at the San Francisco Marriott Marquis last year has filed a lawsuit against the Marriott corporation claiming negligence after he was allegedly assaulted by a person he says was homeless on hotel property.,en,,20240103231500-1167,3,"San Francisco, California, United States",US,USCA,CA075,37.7749,-122.419,277593,37,GDELT GKG V2Locations,CA-501,San Francisco CoC,gkg_point_in_coc
57,gdelt_gal_02aa2e41228ae1e2c2fe3753,2024-01-04 04:41:58+00:00,https://mynewsla.com/crime/2024/01/03/32-year-old-homeless-man-suspected-of-killing-puppy-in-domestic-dispute-sought/,https://mynewsla.com/crime/2024/01/03/32-year-old-homeless-man-suspected-of-killing-puppy-in-domestic-dispute-sought,mynewsla.com,MyNewsLA.com,32-Year-Old Homeless Man Suspected of Killing Puppy in Domestic Dispute Sought - MyNewsLA.com,"Police sought the public’s help Wednesday in locating a 32-year-old homeless man suspected of killing a pet dog during a domestic dispute. Los Angeles Police Department detectives identified David Sumlin as the suspect, who following the argument, allegedly held a pillow over the victim’s dog and pointed a firearm into the pillow on Monday at […]",en,Contributing Editor,20240104060000-91,3,"Los Angeles, California, United States",US,USCA,CA037,34.0522,-118.244,1662328,149,GDELT GKG V2Locations,CA-600,Los Angeles City & County CoC,gkg_point_in_coc
58,gdelt_gal_086c3f871bf62e35e247c65b,2024-01-04 06:46:00+00:00,http://www.westcentralsbest.com/news/state/as-homeless-people-become-more-visible-some-cities-and-states-take-a-tougher-line/article_d113b2aa-acc8-55a7-8c3c-f45c082a9aa4.html,http://www.westcentralsbest.com/news/state/as-homeless-people-become-more-visible-some-cities-and-states-take-a-tougher-line/article_d113b2aa-acc8-55a7-8c3c-f45c082a9aa4.html,westcentralsbest.com,West Central's Best,"As homeless people become more visible, some cities and states take a tougher line","In pushing for a bill of rights for homeless Michiganders, Democratic state Rep. Emily Dievendorf encountered a “cruel irony”: A homeless constituent providing advice on the measure was denied entry",en,Robbie Sequeira,20240104070000-55,3,"San Diego, California, United States",US,USCA,CA073,32.7153,-117.157,1661377,3007,GDELT GKG V2Locations,CA-601,San Diego City and County CoC,gkg_point_in_coc
